bookId,bookCover,bookCategory,bookAbstract,bookTitle,bookAuthor,bookProfessor,bookPublished,bookStatus,bookStamp
,ultratechprintingcorporation.jpg,mobile app,"ultratech printing corporation is in the industry for almost 23 years. they have serve a lot of customers and satisfied. it is a duly organized printing and publishing company, equipped with the ability to process, produce, print and deliver to its customers' specific requirements and demands of every printing job. they need a website that will manage and can order books online so that the costumer will no need to go to their company for ordering. the researcher made the website user friendly so that every user may use it well; it is easy to use.",ultratech printing corporation,alayon bernadette and original elvie,prof jonathan velarde,3/1/2012,available,
,virtualpointshopper.jpg,mobile app,"it is made for the customer to minimize the time consumed when purchasing their needs. all they have to do is select their desired products and add it to their cart once they are already satisfied in the items they have selected. they need to checked and choose the payment process they want it is for the customer to shop in the grocery whenever they are all they need is an stable internet connection and browser for the store management the admin must log in first then he can see the pending and ongoing orders by the customer, it is for inventorying process.",virtual point - shopper,leonardo dela cruz and dizon daryl,prof jonathan velarde,3/1/2013,available,
,wander.jpg,mobile app,this study aspires to develop a mobile game application for android phones and smartphones that adds more excitement to the game which keeps the user continuously play from it. wander is a travel themed game designed and developed for wanderers & wanderers at heart. the game can be played in wanderer mode and in mini game mode. the graphics as well as the interactive features of the game might help to be able to generate a good gaming output. the proponents decided to use unity to develop the game and c# as the main language for scripting.,wander,dumu abigail and ocana christian,prof raul gutierrez,3/1/2018,available,
,waylock.jpg,mobile app,this study will help the proponents identify the problems being encountered by the parents about the location or tracks of their children the researchers used spiral model as their system development life cycle to provide management control in the system. development phases can be determined by the researchers according to the complexity of the program.,waylock,margullo marvin and solomon marisol,prof raul gutierrez,4/1/2016,available,
,webbasedchurchmanagementsystem.jpg,mobile app,"this study is focused on the lord of the nations church inc., web-based church management system. the system provides an effective and user-friendly system resulting to a systematic way saving information through this system. some problems of the church are the lost information or manual data of the church management. the objective of making this website and application is to eliminate the lost and, manual use of saving the data and information and provide a much helpful and operative way of management system.",web based church management system,lo danica mercado and san buenaventura venzour javier,prof raul gutierrez,3/1/2018,available,
,webbasedcouriertrackingsystemfoxsendcorporation.jpg,mobile app,"the purpose of this project is to provide an advanced system for customers and clients where it gives a more convenient approach into logistic situation of a courier business using the modern technology. the methodology used in this project system includes research, interviews, surveys and other research techniques, and both the present and historical information of our client. we have made this project very relevant to the current needs and wants of modern people who uses courier services online.",web based courier tracking system fo xsend corporation,"neve yasmin ferrer, marv eadtler lhida, anne menchele santos and aldrin serpa juan",prof michael tan,3/1/2019,available,
,webbaseshotelreservationwith360degreesimageviewingandqrcode.jpg,mobile app,"the purpose of this study is to provide a quality system that will enhance the researchers' knowledge and to have an experience in providing a system that will help the specific client on their process. the researchers created an innovative system for their client to help them process about reservation, to advertise their promos/packages offer in order to help increase their sales and to help the customers minimize their:",web based hotel reservation with 360 degrees image viewing and qr code,celi jsutine christopher and parohinog raymond,prof michael tan,3/1/2019,available,
,yungib.jpg,mobile app,"the processing power of microchips is doubling every 18 months according to moore's law. in present, innovations in information technology and online games are having wide-ranging effects across various domains of society and policy makers are acting on issues like economic productivity, privacy protection, access to information and the negative effects of games for the children. but one of the most important outcomes of the progress of information technology is likely electronic commerce over the internet which is a way of conducting business and in enhancing the hand and eye coordination of the gamers.",yungib,"caranto maria jesseika, diaz jean carlo and ombrog rose",prof genalyn villafuerte,3/1/2018,available,
,ziiwaremobilevirtualboxmobilephone.jpg,mobile app,ztware is a mobile application that we can consider as a personal use. it is a mobile virtual box where you can switch host operating system into guest operating system.,ziiware mobile virtualbox mobile phone,tolentinio kevin and zulueta john michael,prof jonathan velarde,4/1/2013,available,
,arrow(mobile application).jpg,mobile app,"in our technology we have many games are develop for mobile phones most specifically for android. with the high technology equipped with these mobile phones, mobile games become robust and attract many people for them to experience what's inside it which makes it a trend for the new games of mobile games",arrow(mobile application),casipong may-ann,prof joemen g barrios,3/1/2018,available,
,autopointcardrivingsimulator.jpg,desktop application,"as of now, some driving schools are using manual system to manage their school and to train their student driver. the researches conducted this car driving simulator to improve the school's methods of teaching in terms of driving and safeties. the main objective of this project is to develop a website, desktop application and most importantly the car simulator can be used by driving schools.",autopoint car driving simulator,"arizapa leonardo, balane aleloyd, baldorado joseph, bua jonalyn, casura carl justine, divina luz clarita, morata jeffrey, nacional areeya mae, pelago domingo, platino mary lyn, porras john louie, sajelan reynel, tabinas melani",prof joemen g barrios,3/1/2019,available,
,bagongsilanghighschoolinterconnectivitywebsiteandmyxrikecyclesalesandinventorysystem.jpg,website,the study is dealing on future prototype of developing an official website for this school. this documentation state to call it an innovative concept showing how present relevant information from what is been research and practice.,bagong silang high school interconnectivity website and myx rike cycle sales and inventory system,"go randy, delemos win",prof jonathan g velarde,3/1/2011,available,
,barangay176communitywebportal.jpg,website,"technology has become a huge part in society and day-to-day life. when societies know more about the change in a technology, they become able to take advantage of it. we now live in a world where our collaboration with computers is increasing in a rapid pace. computers are used to assist us with our personal and professional tasks on a daily basis.",barangay 176 community web portal,"dela cruz luis, mendoza nina",prof michael f tan,3/1/2018,available,
,basestacooperativeloaningsystem.jpg,desktop application,basesta cooperative is a system that is made to make the loaning system of the teachers headed by bagong silang elementary school employees easy to access.. in some reasons they request a simple and user friendly system,basesta cooperative loaning system,"jocelyn alarcio, david john tulbe",prof catherine paa-llena,3/31/2017,available,
,bayareatravelandtoursticketandtourpackagereservationonwithqrcodewebbased.jpg,website,"bay area travel and tours is a travel agency that process the ticket coming from three (3) airline companies such as cebu pacific, air asia, and philippine airline and one (1) shipping company such as 2go travel.",bay area travel and tours ticket and tour package reservation with qr code web based,"gonzales bryan neil, dubig jude michael, esurena vans colin",prof michael f tan,3/1/2019,available,
,bestfootforwardtravelagency.jpg,website,"best foot forward travel and tour helps you in exploring the world's finest tourist spots that loved by many people nowadays, this hobby of many used by other people to create and establish a business that would give fulfilment to their wants.",best foot forward travel agency,oliva raymond,prof catherine paa-llena,3/1/2017,available,
,caloocancitybusinessportal.jpg,website,this system will provide a good ang quality software to serve and help business and people to connect. this will give benefits to different business in caloocan city to advertise their business and promote their products and services offered online.,caloocan city business portal,"daria willian guen, ibarra mark christian",prof jayson joble,3/1/2018,available,
,caloocancityguide.jpg,mobile app,"travel, tour and guiding application helps us a lot in discovering places where we can go making our life more easier to go somewhere we don't know and helping us to have fun and enjoy.",caloocan city guide,"cadag lawrenze angelo, dalida harvey, sardo bryan",prof raul gutierrez,3/1/2018,available,
,caloocanpatrol.jpg,website and mobile app,"the focused of the study is to develop a web and mobile application that allows the citizen of caloocan city to take an active part in helping caloocan city by posting informative news that affects a large scale of people in the caloocan city. it only takes a laptop, pc, or smart phones as long as there is an internet connection. upon further research the system will provide services like dynamic mapping that citizens can view traffics, places, park, and area of some places in caloocan city",caloocan patrol,"castillo adrian, macasinag michael",prof michael f tan,3/1/2018,available,
,carsunlimitede-biddingandtrading.jpg,website and mobile app,"this study is focused on developing a web and mobile application can allow customers to buy a car or trade their car to a new one and can create an auction event that can bid the bidders through online. it will have also have a chatbot (FAQ), notification through email and captcha validation for security purpose.",cars unlimited e-bidding and trading,"banzuela angelito, macasero jose paolo, sarceno franklin",prof vicente tabacolde,3/1/2019,available,
,castaneletromechanicalschedulingsystem.jpg,mobile app,"the main problem of the proposed system is how to improved transaction, scheduling and record keeping of the current system of castan eletromechanical inc. in providing inquiries and promoting the organization through online dissemination at accessible, reliable, precise and important function.",castan electromechanical schedulin system,"coralde rollan, laman gracia",prof gennalyn villafuerte,3/1/2016,available,
,caverun.jpg,mobile app,"the researchers was developed a mobile game which is cave-run, to create another entertaining and strategic android game for all android users. the study of any languange will help the researchers to create a good, a strategic, and to use this game longest by the users.",cave run,"barredo ranny, de guzman angela",prof efren victoria,3/1/2017,available,
,cfcfiberconstructioncorporationhumanresourceinformationsystem.jpg,desktop application,"the main goal of this project is to develop a human resource management information system for cfc fiber construction corporation. cfc is an outsourcing market located in west fairvew, quezon city, philippines. cfc fiber construction corporation has been using a partially computerized system to process hr activities.",cfc fiber construction corporation human resource information system,"de castro revelyn, flores jean pricess, gordo tyrone, palada analyn",prof michael f tan,3/1/2019,available,
,cieverosecollegeinformatione-learningsystem.jpg,mobile app,"the cieverose college information communication technology e-learning system comprises all forms electronically supported learning and teaching. the information and communication systems, whether networked learning or not, serve as specific media to implement the learning process.",cieverose college information communication technology e-learning system,"java joseph, raymundo mark john",prof michael f tan,3/1/2018,available,
,clavemless.jpg,mobile app,a smartphone has variety of uses and becomes one of the most important devices nowadays. this paper described the design and operation of a door locking using smartphones. this project helps to unlock and lock the door without using key,clavemless,"balanlay carmela, cardejon joed, daganio vincent",prof raul gutierrez,3/1/2018,available,
,clinicarewebportal.jpg,website,"the objective of making this system is to have centralized online web portal for clinic business to help people find the best clinic for their health/medical needs. by developing this system, we need to have the cooperation and collaboration of our clients because they have a big part in making this system possible.",clinicare web portal,"faigmani jeffrey, davin rosette",prof michael f tan,3/1/2018,available,
